No,Time,Source,Destination,Protocol,Length,AdditionalInfo1,AdditionalInfo2,AdditionalInfo3,AdditionalInfo4,AdditionalInfo5,AdditionalInfo6,AdditionalInfo7,AdditionalInfo8,AdditionalInfo9,AdditionalInfo10,AdditionalInfo11,AdditionalInfo12,AdditionalInfo13,AdditionalInfo14,AdditionalInfo15,AdditionalInfo16,AdditionalInfo17,AdditionalInfo18,AdditionalInfo19,AdditionalInfo20,AdditionalInfo21,AdditionalInfo22,AdditionalInfo23,AdditionalInfo24,AdditionalInfo25,AdditionalInfo26,AdditionalInfo27,AdditionalInfo28,AdditionalInfo29,AdditionalInfo30
380,11130.261305,24.6.125.19,24.6.76.78,TCP,60,"80→3886 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0","Frame 380: 60 bytes on wire (480 bits), 60 bytes captured (480 bits)","Ethernet II, Src: Intel_b7:f2:f5 (00:03:47:b7:f2:f5), Dst: Cadant_22:89:c2 (00:01:5c:22:89:c2)","Internet Protocol Version 4, Src: 24.6.125.19 (24.6.125.19), Dst: 24.6.76.78 (24.6.76.78)","Transmission Control Protocol, Src Port: 80 (80), Dst Port: 3886 (3886), Seq: 1, Ack: 1, Len: 0",,,,,,,,,,,,,,,,,,,,,,,,,
381,11477.762868,24.6.125.19,216.148.227.68,DNS,82,Standard query 0x9702  A updates.virtumonde.com,"Frame 381: 82 bytes on wire (656 bits), 82 bytes captured (656 bits)","Ethernet II, Src: Intel_b7:f2:f5 (00:03:47:b7:f2:f5), Dst: Cadant_22:89:c2 (00:01:5c:22:89:c2)","Internet Protocol Version 4, Src: 24.6.125.19 (24.6.125.19), Dst: 216.148.227.68 (216.148.227.68)","User Datagram Protocol, Src Port: 1046 (1046), Dst Port: 53 (53)",Domain Name System (query),,,,,,,,,,,,,,,,,,,,,,,,
382,11477.832804,216.148.227.68,24.6.125.19,DNS,193,Standard query response 0x9702  A 208.48.15.13 A 208.48.15.11,"Frame 382: 193 bytes on wire (1544 bits), 193 bytes captured (1544 bits)","Ethernet II, Src: Cadant_22:89:c2 (00:01:5c:22:89:c2), Dst: Intel_b7:f2:f5 (00:03:47:b7:f2:f5)","Internet Protocol Version 4, Src: 216.148.227.68 (216.148.227.68), Dst: 24.6.125.19 (24.6.125.19)","User Datagram Protocol, Src Port: 53 (53), Dst Port: 1046 (1046)",Domain Name System (response),,,,,,,,,,,,,,,,,,,,,,,,
383,11477.836904,24.6.125.19,208.48.15.13,TCP,62,1047→80 [SYN] Seq=0 Win=16384 Len=0 MSS=1460 SACK_PERM=1,"Frame 383: 62 bytes on wire (496 bits), 62 bytes captured (496 bits)","Ethernet II, Src: Intel_b7:f2:f5 (00:03:47:b7:f2:f5), Dst: Cadant_22:89:c2 (00:01:5c:22:89:c2)","Internet Protocol Version 4, Src: 24.6.125.19 (24.6.125.19), Dst: 208.48.15.13 (208.48.15.13)","Transmission Control Protocol, Src Port: 1047 (1047), Dst Port: 80 (80), Seq: 0, Len: 0",,,,,,,,,,,,,,,,,,,,,,,,,
384,11477.937920,208.48.15.13,24.6.125.19,TCP,62,"80→1047 [SYN, ACK] Seq=0 Ack=1 Win=5840 Len=0 MSS=1460 SACK_PERM=1","Frame 384: 62 bytes on wire (496 bits), 62 bytes captured (496 bits)","Ethernet II, Src: Cadant_22:89:c2 (00:01:5c:22:89:c2), Dst: Intel_b7:f2:f5 (00:03:47:b7:f2:f5)","Internet Protocol Version 4, Src: 208.48.15.13 (208.48.15.13), Dst: 24.6.125.19 (24.6.125.19)","Transmission Control Protocol, Src Port: 80 (80), Dst Port: 1047 (1047), Seq: 0, Ack: 1, Len: 0",,,,,,,,,,,,,,,,,,,,,,,,,
385,11477.938049,24.6.125.19,208.48.15.13,TCP,60,1047→80 [ACK] Seq=1 Ack=1 Win=17520 Len=0,"Frame 385: 60 bytes on wire (480 bits), 60 bytes captured (480 bits)","Ethernet II, Src: Intel_b7:f2:f5 (00:03:47:b7:f2:f5), Dst: Cadant_22:89:c2 (00:01:5c:22:89:c2)","Internet Protocol Version 4, Src: 24.6.125.19 (24.6.125.19), Dst: 208.48.15.13 (208.48.15.13)","Transmission Control Protocol, Src Port: 1047 (1047), Dst Port: 80 (80), Seq: 1, Ack: 1, Len: 0",,,,,,,,,,,,,,,,,,,,,,,,,
386,11477.938335,24.6.125.19,208.48.15.13,HTT,201,GET /bkinst.exe HTTP/1.1,"Frame 386: 201 bytes on wire (1608 bits), 201 bytes captured (1608 bits)","Ethernet II, Src: Intel_b7:f2:f5 (00:03:47:b7:f2:f5), Dst: Cadant_22:89:c2 (00:01:5c:22:89:c2)","Internet Protocol Version 4, Src: 24.6.125.19 (24.6.125.19), Dst: 208.48.15.13 (208.48.15.13)","Transmission Control Protocol, Src Port: 1047 (1047), Dst Port: 80 (80), Seq: 1, Ack: 1, Len: 147",Hypertext Transfer Protocol,,,,,,,,,,,,,,,,,,,,,,,,
387,11478.034848,208.48.15.13,24.6.125.19,TCP,60,80→1047 [ACK] Seq=1 Ack=148 Win=5840 Len=0,"Frame 387: 60 bytes on wire (480 bits), 60 bytes captured (480 bits)","Ethernet II, Src: Cadant_22:89:c2 (00:01:5c:22:89:c2), Dst: Intel_b7:f2:f5 (00:03:47:b7:f2:f5)","Internet Protocol Version 4, Src: 208.48.15.13 (208.48.15.13), Dst: 24.6.125.19 (24.6.125.19)","Transmission Control Protocol, Src Port: 80 (80), Dst Port: 1047 (1047), Seq: 1, Ack: 148, Len: 0",,,,,,,,,,,,,,,,,,,,,,,,,
388,11478.036883,208.48.15.13,24.6.125.19,TCP,1514,[TCP segment of a reassembled PDU],"Frame 388: 1514 bytes on wire (12112 bits), 1514 bytes captured (12112 bits)","Ethernet II, Src: Cadant_22:89:c2 (00:01:5c:22:89:c2), Dst: Intel_b7:f2:f5 (00:03:47:b7:f2:f5)","Internet Protocol Version 4, Src: 208.48.15.13 (208.48.15.13), Dst: 24.6.125.19 (24.6.125.19)","Transmission Control Protocol, Src Port: 80 (80), Dst Port: 1047 (1047), Seq: 1, Ack: 148, Len: 1460",,,,,,,,,,,,,,,,,,,,,,,,,
389,11478.038124,208.48.15.13,24.6.125.19,TCP,1514,[TCP segment of a reassembled PDU],"Frame 389: 1514 bytes on wire (12112 bits), 1514 bytes captured (12112 bits)","Ethernet II, Src: Cadant_22:89:c2 (00:01:5c:22:89:c2), Dst: Intel_b7:f2:f5 (00:03:47:b7:f2:f5)","Internet Protocol Version 4, Src: 208.48.15.13 (208.48.15.13), Dst: 24.6.125.19 (24.6.125.19)","Transmission Control Protocol, Src Port: 80 (80), Dst Port: 1047 (1047), Seq: 1461, Ack: 148, Len: 1460",,,,,,,,,,,,,,,,,,,,,,,,,
390,11478.038911,24.6.125.19,208.48.15.13,TCP,60,1047→80 [ACK] Seq=148 Ack=2921 Win=17520 Len=0,"Frame 390: 60 bytes on wire (480 bits), 60 bytes captured (480 bits)","Ethernet II, Src: Intel_b7:f2:f5 (00:03:47:b7:f2:f5), Dst: Cadant_22:89:c2 (00:01:5c:22:89:c2)","Internet Protocol Version 4, Src: 24.6.125.19 (24.6.125.19), Dst: 208.48.15.13 (208.48.15.13)","Transmission Control Protocol, Src Port: 1047 (1047), Dst Port: 80 (80), Seq: 148, Ack: 2921, Len: 0",,,,,,,,,,,,,,,,,,,,,,,,,
391,11478.104016,24.6.125.19,208.48.15.13,TCP,60,1047→80 [RST] Seq=148 Win=0 Len=0,"Frame 391: 60 bytes on wire (480 bits), 60 bytes captured (480 bits)","Ethernet II, Src: Intel_b7:f2:f5 (00:03:47:b7:f2:f5), Dst: Cadant_22:89:c2 (00:01:5c:22:89:c2)","Internet Protocol Version 4, Src: 24.6.125.19 (24.6.125.19), Dst: 208.48.15.13 (208.48.15.13)","Transmission Control Protocol, Src Port: 1047 (1047), Dst Port: 80 (80), Seq: 148, Len: 0",,,,,,,,,,,,,,,,,,,,,,,,,
392,11478.134524,208.48.15.13,24.6.125.19,TCP,1514,[TCP segment of a reassembled PDU],"Frame 392: 1514 bytes on wire (12112 bits), 1514 bytes captured (12112 bits)","Ethernet II, Src: Cadant_22:89:c2 (00:01:5c:22:89:c2), Dst: Intel_b7:f2:f5 (00:03:47:b7:f2:f5)","Internet Protocol Version 4, Src: 208.48.15.13 (208.48.15.13), Dst: 24.6.125.19 (24.6.125.19)","Transmission Control Protocol, Src Port: 80 (80), Dst Port: 1047 (1047), Seq: 2921, Ack: 148, Len: 1460",,,,,,,,,,,,,,,,,,,,,,,,,
393,11478.135894,208.48.15.13,24.6.125.19,TCP,1514,[TCP segment of a reassembled PDU],"Frame 393: 1514 bytes on wire (12112 bits), 1514 bytes captured (12112 bits)","Ethernet II, Src: Cadant_22:89:c2 (00:01:5c:22:89:c2), Dst: Intel_b7:f2:f5 (00:03:47:b7:f2:f5)","Internet Protocol Version 4, Src: 208.48.15.13 (208.48.15.13), Dst: 24.6.125.19 (24.6.125.19)","Transmission Control Protocol, Src Port: 80 (80), Dst Port: 1047 (1047), Seq: 4381, Ack: 148, Len: 1460",,,,,,,,,,,,,,,,,,,,,,,,,
394,11478.137181,208.48.15.13,24.6.125.19,TCP,1514,[TCP segment of a reassembled PDU],"Frame 394: 1514 bytes on wire (12112 bits), 1514 bytes captured (12112 bits)","Ethernet II, Src: Cadant_22:89:c2 (00:01:5c:22:89:c2), Dst: Intel_b7:f2:f5 (00:03:47:b7:f2:f5)","Internet Protocol Version 4, Src: 208.48.15.13 (208.48.15.13), Dst: 24.6.125.19 (24.6.125.19)","Transmission Control Protocol, Src Port: 80 (80), Dst Port: 1047 (1047), Seq: 5841, Ack: 148, Len: 1460",,,,,,,,,,,,,,,,,,,,,,,,,
395,11478.137533,24.6.125.19,208.48.15.13,TCP,60,1047→80 [RST] Seq=148 Win=0 Len=0,"Frame 395: 60 bytes on wire (480 bits), 60 bytes captured (480 bits)","Ethernet II, Src: Intel_b7:f2:f5 (00:03:47:b7:f2:f5), Dst: Cadant_22:89:c2 (00:01:5c:22:89:c2)","Internet Protocol Version 4, Src: 24.6.125.19 (24.6.125.19), Dst: 208.48.15.13 (208.48.15.13)","Transmission Control Protocol, Src Port: 1047 (1047), Dst Port: 80 (80), Seq: 148, Len: 0",,,,,,,,,,,,,,,,,,,,,,,,,
396,11478.137535,24.6.125.19,208.48.15.13,TCP,60,1047→80 [RST] Seq=148 Win=0 Len=0,"Frame 396: 60 bytes on wire (480 bits), 60 bytes captured (480 bits)","Ethernet II, Src: Intel_b7:f2:f5 (00:03:47:b7:f2:f5), Dst: Cadant_22:89:c2 (00:01:5c:22:89:c2)","Internet Protocol Version 4, Src: 24.6.125.19 (24.6.125.19), Dst: 208.48.15.13 (208.48.15.13)","Transmission Control Protocol, Src Port: 1047 (1047), Dst Port: 80 (80), Seq: 148, Len: 0",,,,,,,,,,,,,,,,,,,,,,,,,
397,11478.137791,24.6.125.19,208.48.15.13,TCP,60,1047→80 [RST] Seq=148 Win=0 Len=0,"Frame 397: 60 bytes on wire (480 bits), 60 bytes captured (480 bits)","Ethernet II, Src: Intel_b7:f2:f5 (00:03:47:b7:f2:f5), Dst: Cadant_22:89:c2 (00:01:5c:22:89:c2)","Internet Protocol Version 4, Src: 24.6.125.19 (24.6.125.19), Dst: 208.48.15.13 (208.48.15.13)","Transmission Control Protocol, Src Port: 1047 (1047), Dst Port: 80 (80), Seq: 148, Len: 0",,,,,,,,,,,,,,,,,,,,,,,,,
398,11501.238478,24.6.125.19,216.148.227.68,DNS,84,Standard query 0xd402  PTR 19.125.6.24.in-addr.arpa,"Frame 398: 84 bytes on wire (672 bits), 84 bytes captured (672 bits)","Ethernet II, Src: Intel_b7:f2:f5 (00:03:47:b7:f2:f5), Dst: Cadant_22:89:c2 (00:01:5c:22:89:c2)","Internet Protocol Version 4, Src: 24.6.125.19 (24.6.125.19), Dst: 216.148.227.68 (216.148.227.68)","User Datagram Protocol, Src Port: 1048 (1048), Dst Port: 53 (53)",Domain Name System (query),,,,,,,,,,,,,,,,,,,,,,,,
399,11501.285763,216.148.227.68,24.6.125.19,DNS,364,Standard query response 0xd402  PTR c-24-6-125-19.client.comcast.net,"Frame 399: 364 bytes on wire (2912 bits), 364 bytes captured (2912 bits)","Ethernet II, Src: Cadant_22:89:c2 (00:01:5c:22:89:c2), Dst: Intel_b7:f2:f5 (00:03:47:b7:f2:f5)","Internet Protocol Version 4, Src: 216.148.227.68 (216.148.227.68), Dst: 24.6.125.19 (24.6.125.19)","User Datagram Protocol, Src Port: 53 (53), Dst Port: 1048 (1048)",Domain Name System (response),,,,,,,,,,,,,,,,,,,,,,,,
400,11501.410545,24.6.125.19,216.148.227.68,DNS,74,Standard query 0xbc03  A virtumonde.com,"Frame 400: 74 bytes on wire (592 bits), 74 bytes captured (592 bits)","Ethernet II, Src: Intel_b7:f2:f5 (00:03:47:b7:f2:f5), Dst: Cadant_22:89:c2 (00:01:5c:22:89:c2)","Internet Protocol Version 4, Src: 24.6.125.19 (24.6.125.19), Dst: 216.148.227.68 (216.148.227.68)","User Datagram Protocol, Src Port: 1049 (1049), Dst Port: 53 (53)",Domain Name System (query),,,,,,,,,,,,,,,,,,,,,,,,
401,11501.448176,216.148.227.68,24.6.125.19,DNS,169,Standard query response 0xbc03  A 209.123.150.14,"Frame 401: 169 bytes on wire (1352 bits), 169 bytes captured (1352 bits)","Ethernet II, Src: Cadant_22:89:c2 (00:01:5c:22:89:c2), Dst: Intel_b7:f2:f5 (00:03:47:b7:f2:f5)","Internet Protocol Version 4, Src: 216.148.227.68 (216.148.227.68), Dst: 24.6.125.19 (24.6.125.19)","User Datagram Protocol, Src Port: 53 (53), Dst Port: 1049 (1049)",Domain Name System (response),,,,,,,,,,,,,,,,,,,,,,,,
402,11501.449846,24.6.125.19,209.123.150.14,TCP,62,1050→80 [SYN] Seq=0 Win=16384 Len=0 MSS=1460 SACK_PERM=1,"Frame 402: 62 bytes on wire (496 bits), 62 bytes captured (496 bits)","Ethernet II, Src: Intel_b7:f2:f5 (00:03:47:b7:f2:f5), Dst: Cadant_22:89:c2 (00:01:5c:22:89:c2)","Internet Protocol Version 4, Src: 24.6.125.19 (24.6.125.19), Dst: 209.123.150.14 (209.123.150.14)","Transmission Control Protocol, Src Port: 1050 (1050), Dst Port: 80 (80), Seq: 0, Len: 0",,,,,,,,,,,,,,,,,,,,,,,,,
403,11501.546637,209.123.150.14,24.6.125.19,TCP,60,"80→1050 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460","Frame 403: 60 bytes on wire (480 bits), 60 bytes captured (480 bits)","Ethernet II, Src: Cadant_22:89:c2 (00:01:5c:22:89:c2), Dst: Intel_b7:f2:f5 (00:03:47:b7:f2:f5)","Internet Protocol Version 4, Src: 209.123.150.14 (209.123.150.14), Dst: 24.6.125.19 (24.6.125.19)","Transmission Control Protocol, Src Port: 80 (80), Dst Port: 1050 (1050), Seq: 0, Ack: 1, Len: 0",,,,,,,,,,,,,,,,,,,,,,,,,
404,11501.546639,24.6.125.19,209.123.150.14,TCP,60,1050→80 [ACK] Seq=1 Ack=1 Win=17520 Len=0,"Frame 404: 60 bytes on wire (480 bits), 60 bytes captured (480 bits)","Ethernet II, Src: Intel_b7:f2:f5 (00:03:47:b7:f2:f5), Dst: Cadant_22:89:c2 (00:01:5c:22:89:c2)","Internet Protocol Version 4, Src: 24.6.125.19 (24.6.125.19), Dst: 209.123.150.14 (209.123.150.14)","Transmission Control Protocol, Src Port: 1050 (1050), Dst Port: 80 (80), Seq: 1, Ack: 1, Len: 0",,,,,,,,,,,,,,,,,,,,,,,,,
405,11501.547508,24.6.125.19,209.123.150.14,TCP,789,[TCP segment of a reassembled PDU],"Frame 405: 789 bytes on wire (6312 bits), 789 bytes captured (6312 bits)","Ethernet II, Src: Intel_b7:f2:f5 (00:03:47:b7:f2:f5), Dst: Cadant_22:89:c2 (00:01:5c:22:89:c2)","Internet Protocol Version 4, Src: 24.6.125.19 (24.6.125.19), Dst: 209.123.150.14 (209.123.150.14)","Transmission Control Protocol, Src Port: 1050 (1050), Dst Port: 80 (80), Seq: 1, Ack: 1, Len: 735",,,,,,,,,,,,,,,,,,,,,,,,,
406,11501.548745,24.6.125.19,209.123.150.14,TCP,1514,[TCP segment of a reassembled PDU],"Frame 406: 1514 bytes on wire (12112 bits), 1514 bytes captured (12112 bits)","Ethernet II, Src: Intel_b7:f2:f5 (00:03:47:b7:f2:f5), Dst: Cadant_22:89:c2 (00:01:5c:22:89:c2)","Internet Protocol Version 4, Src: 24.6.125.19 (24.6.125.19), Dst: 209.123.150.14 (209.123.150.14)","Transmission Control Protocol, Src Port: 1050 (1050), Dst Port: 80 (80), Seq: 736, Ack: 1, Len: 1460",,,,,,,,,,,,,,,,,,,,,,,,,
407,11501.688469,209.123.150.14,24.6.125.19,TCP,60,80→1050 [ACK] Seq=1 Ack=2196 Win=65535 Len=0,"Frame 407: 60 bytes on wire (480 bits), 60 bytes captured (480 bits)","Ethernet II, Src: Cadant_22:89:c2 (00:01:5c:22:89:c2), Dst: Intel_b7:f2:f5 (00:03:47:b7:f2:f5)","Internet Protocol Version 4, Src: 209.123.150.14 (209.123.150.14), Dst: 24.6.125.19 (24.6.125.19)","Transmission Control Protocol, Src Port: 80 (80), Dst Port: 1050 (1050), Seq: 1, Ack: 2196, Len: 0",,,,,,,,,,,,,,,,,,,,,,,,,
408,11501.689774,24.6.125.19,209.123.150.14,TCP,1514,[TCP segment of a reassembled PDU],"Frame 408: 1514 bytes on wire (12112 bits), 1514 bytes captured (12112 bits)","Ethernet II, Src: Intel_b7:f2:f5 (00:03:47:b7:f2:f5), Dst: Cadant_22:89:c2 (00:01:5c:22:89:c2)","Internet Protocol Version 4, Src: 24.6.125.19 (24.6.125.19), Dst: 209.123.150.14 (209.123.150.14)","Transmission Control Protocol, Src Port: 1050 (1050), Dst Port: 80 (80), Seq: 2196, Ack: 1, Len: 1460",,,,,,,,,,,,,,,,,,,,,,,,,
409,11501.691012,24.6.125.19,209.123.150.14,TCP,1514,[TCP segment of a reassembled PDU],"Frame 409: 1514 bytes on wire (12112 bits), 1514 bytes captured (12112 bits)","Ethernet II, Src: Intel_b7:f2:f5 (00:03:47:b7:f2:f5), Dst: Cadant_22:89:c2 (00:01:5c:22:89:c2)","Internet Protocol Version 4, Src: 24.6.125.19 (24.6.125.19), Dst: 209.123.150.14 (209.123.150.14)","Transmission Control Protocol, Src Port: 1050 (1050), Dst Port: 80 (80), Seq: 3656, Ack: 1, Len: 1460",,,,,,,,,,,,,,,,,,,,,,,,,
410,11501.691296,24.6.125.19,209.123.150.14,HTT,337,POST / HTTP/1.1,"Frame 410: 337 bytes on wire (2696 bits), 337 bytes captured (2696 bits)","Ethernet II, Src: Intel_b7:f2:f5 (00:03:47:b7:f2:f5), Dst: Cadant_22:89:c2 (00:01:5c:22:89:c2)","Internet Protocol Version 4, Src: 24.6.125.19 (24.6.125.19), Dst: 209.123.150.14 (209.123.150.14)","Transmission Control Protocol, Src Port: 1050 (1050), Dst Port: 80 (80), Seq: 5116, Ack: 1, Len: 283","[5 Reassembled TCP Segments (5398 bytes): #405(735), #406(1460), #408(1460), #409(1460), #410(283)]",Hypertext Transfer Protocol,,,,,,,,,,,,,,,,,,,,,,,
411,11501.799319,209.123.150.14,24.6.125.19,TCP,60,80→1050 [ACK] Seq=1 Ack=5116 Win=65535 Len=0,"Frame 411: 60 bytes on wire (480 bits), 60 bytes captured (480 bits)","Ethernet II, Src: Cadant_22:89:c2 (00:01:5c:22:89:c2), Dst: Intel_b7:f2:f5 (00:03:47:b7:f2:f5)","Internet Protocol Version 4, Src: 209.123.150.14 (209.123.150.14), Dst: 24.6.125.19 (24.6.125.19)","Transmission Control Protocol, Src Port: 80 (80), Dst Port: 1050 (1050), Seq: 1, Ack: 5116, Len: 0",,,,,,,,,,,,,,,,,,,,,,,,,
412,11501.815089,209.123.150.14,24.6.125.19,TCP,1514,[TCP segment of a reassembled PDU],"Frame 412: 1514 bytes on wire (12112 bits), 1514 bytes captured (12112 bits)","Ethernet II, Src: Cadant_22:89:c2 (00:01:5c:22:89:c2), Dst: Intel_b7:f2:f5 (00:03:47:b7:f2:f5)","Internet Protocol Version 4, Src: 209.123.150.14 (209.123.150.14), Dst: 24.6.125.19 (24.6.125.19)","Transmission Control Protocol, Src Port: 80 (80), Dst Port: 1050 (1050), Seq: 1, Ack: 5399, Len: 1460",,,,,,,,,,,,,,,,,,,,,,,,,
413,11501.816397,209.123.150.14,24.6.125.19,TCP,1514,[TCP segment of a reassembled PDU],"Frame 413: 1514 bytes on wire (12112 bits), 1514 bytes captured (12112 bits)","Ethernet II, Src: Cadant_22:89:c2 (00:01:5c:22:89:c2), Dst: Intel_b7:f2:f5 (00:03:47:b7:f2:f5)","Internet Protocol Version 4, Src: 209.123.150.14 (209.123.150.14), Dst: 24.6.125.19 (24.6.125.19)","Transmission Control Protocol, Src Port: 80 (80), Dst Port: 1050 (1050), Seq: 1461, Ack: 5399, Len: 1460",,,,,,,,,,,,,,,,,,,,,,,,,
414,11501.817633,209.123.150.14,24.6.125.19,TCP,1514,[TCP segment of a reassembled PDU],"Frame 414: 1514 bytes on wire (12112 bits), 1514 bytes captured (12112 bits)","Ethernet II, Src: Cadant_22:89:c2 (00:01:5c:22:89:c2), Dst: Intel_b7:f2:f5 (00:03:47:b7:f2:f5)","Internet Protocol Version 4, Src: 209.123.150.14 (209.123.150.14), Dst: 24.6.125.19 (24.6.125.19)","Transmission Control Protocol, Src Port: 80 (80), Dst Port: 1050 (1050), Seq: 2921, Ack: 5399, Len: 1460",,,,,,,,,,,,,,,,,,,,,,,,,
415,11501.818890,209.123.150.14,24.6.125.19,TCP,1514,[TCP segment of a reassembled PDU],"Frame 415: 1514 bytes on wire (12112 bits), 1514 bytes captured (12112 bits)","Ethernet II, Src: Cadant_22:89:c2 (00:01:5c:22:89:c2), Dst: Intel_b7:f2:f5 (00:03:47:b7:f2:f5)","Internet Protocol Version 4, Src: 209.123.150.14 (209.123.150.14), Dst: 24.6.125.19 (24.6.125.19)","Transmission Control Protocol, Src Port: 80 (80), Dst Port: 1050 (1050), Seq: 4381, Ack: 5399, Len: 1460",,,,,,,,,,,,,,,,,,,,,,,,,
416,11501.820079,209.123.150.14,24.6.125.19,TCP,1514,[TCP segment of a reassembled PDU],"Frame 416: 1514 bytes on wire (12112 bits), 1514 bytes captured (12112 bits)","Ethernet II, Src: Cadant_22:89:c2 (00:01:5c:22:89:c2), Dst: Intel_b7:f2:f5 (00:03:47:b7:f2:f5)","Internet Protocol Version 4, Src: 209.123.150.14 (209.123.150.14), Dst: 24.6.125.19 (24.6.125.19)","Transmission Control Protocol, Src Port: 80 (80), Dst Port: 1050 (1050), Seq: 5841, Ack: 5399, Len: 1460",,,,,,,,,,,,,,,,,,,,,,,,,
417,11501.820089,24.6.125.19,209.123.150.14,TCP,60,1050→80 [ACK] Seq=5399 Ack=2921 Win=17520 Len=0,"Frame 417: 60 bytes on wire (480 bits), 60 bytes captured (480 bits)","Ethernet II, Src: Intel_b7:f2:f5 (00:03:47:b7:f2:f5), Dst: Cadant_22:89:c2 (00:01:5c:22:89:c2)","Internet Protocol Version 4, Src: 24.6.125.19 (24.6.125.19), Dst: 209.123.150.14 (209.123.150.14)","Transmission Control Protocol, Src Port: 1050 (1050), Dst Port: 80 (80), Seq: 5399, Ack: 2921, Len: 0",,,,,,,,,,,,,,,,,,,,,,,,,
418,11501.820346,24.6.125.19,209.123.150.14,TCP,60,1050→80 [ACK] Seq=5399 Ack=5841 Win=17520 Len=0,"Frame 418: 60 bytes on wire (480 bits), 60 bytes captured (480 bits)","Ethernet II, Src: Intel_b7:f2:f5 (00:03:47:b7:f2:f5), Dst: Cadant_22:89:c2 (00:01:5c:22:89:c2)","Internet Protocol Version 4, Src: 24.6.125.19 (24.6.125.19), Dst: 209.123.150.14 (209.123.150.14)","Transmission Control Protocol, Src Port: 1050 (1050), Dst Port: 80 (80), Seq: 5399, Ack: 5841, Len: 0",,,,,,,,,,,,,,,,,,,,,,,,,
419,11501.930349,209.123.150.14,24.6.125.19,TCP,1514,[TCP segment of a reassembled PDU],"Frame 419: 1514 bytes on wire (12112 bits), 1514 bytes captured (12112 bits)","Ethernet II, Src: Cadant_22:89:c2 (00:01:5c:22:89:c2), Dst: Intel_b7:f2:f5 (00:03:47:b7:f2:f5)","Internet Protocol Version 4, Src: 209.123.150.14 (209.123.150.14), Dst: 24.6.125.19 (24.6.125.19)","Transmission Control Protocol, Src Port: 80 (80), Dst Port: 1050 (1050), Seq: 7301, Ack: 5399, Len: 1460",,,,,,,,,,,,,,,,,,,,,,,,,
420,11501.931435,209.123.150.14,24.6.125.19,TCP,1514,[TCP segment of a reassembled PDU],"Frame 420: 1514 bytes on wire (12112 bits), 1514 bytes captured (12112 bits)","Ethernet II, Src: Cadant_22:89:c2 (00:01:5c:22:89:c2), Dst: Intel_b7:f2:f5 (00:03:47:b7:f2:f5)","Internet Protocol Version 4, Src: 209.123.150.14 (209.123.150.14), Dst: 24.6.125.19 (24.6.125.19)","Transmission Control Protocol, Src Port: 80 (80), Dst Port: 1050 (1050), Seq: 8761, Ack: 5399, Len: 1460",,,,,,,,,,,,,,,,,,,,,,,,,
421,11501.931906,24.6.125.19,209.123.150.14,TCP,60,1050→80 [ACK] Seq=5399 Ack=8761 Win=17520 Len=0,"Frame 421: 60 bytes on wire (480 bits), 60 bytes captured (480 bits)","Ethernet II, Src: Intel_b7:f2:f5 (00:03:47:b7:f2:f5), Dst: Cadant_22:89:c2 (00:01:5c:22:89:c2)","Internet Protocol Version 4, Src: 24.6.125.19 (24.6.125.19), Dst: 209.123.150.14 (209.123.150.14)","Transmission Control Protocol, Src Port: 1050 (1050), Dst Port: 80 (80), Seq: 5399, Ack: 8761, Len: 0",,,,,,,,,,,,,,,,,,,,,,,,,
422,11501.933167,209.123.150.14,24.6.125.19,TCP,1514,[TCP segment of a reassembled PDU],"Frame 422: 1514 bytes on wire (12112 bits), 1514 bytes captured (12112 bits)","Ethernet II, Src: Cadant_22:89:c2 (00:01:5c:22:89:c2), Dst: Intel_b7:f2:f5 (00:03:47:b7:f2:f5)","Internet Protocol Version 4, Src: 209.123.150.14 (209.123.150.14), Dst: 24.6.125.19 (24.6.125.19)","Transmission Control Protocol, Src Port: 80 (80), Dst Port: 1050 (1050), Seq: 10221, Ack: 5399, Len: 1460",,,,,,,,,,,,,,,,,,,,,,,,,
423,11501.933899,24.6.125.19,209.123.150.14,TCP,60,1050→80 [ACK] Seq=5399 Ack=11681 Win=17520 Len=0,"Frame 423: 60 bytes on wire (480 bits), 60 bytes captured (480 bits)","Ethernet II, Src: Intel_b7:f2:f5 (00:03:47:b7:f2:f5), Dst: Cadant_22:89:c2 (00:01:5c:22:89:c2)","Internet Protocol Version 4, Src: 24.6.125.19 (24.6.125.19), Dst: 209.123.150.14 (209.123.150.14)","Transmission Control Protocol, Src Port: 1050 (1050), Dst Port: 80 (80), Seq: 5399, Ack: 11681, Len: 0",,,,,,,,,,,,,,,,,,,,,,,,,
424,11501.942469,209.123.150.14,24.6.125.19,TCP,1514,[TCP segment of a reassembled PDU],"Frame 424: 1514 bytes on wire (12112 bits), 1514 bytes captured (12112 bits)","Ethernet II, Src: Cadant_22:89:c2 (00:01:5c:22:89:c2), Dst: Intel_b7:f2:f5 (00:03:47:b7:f2:f5)","Internet Protocol Version 4, Src: 209.123.150.14 (209.123.150.14), Dst: 24.6.125.19 (24.6.125.19)","Transmission Control Protocol, Src Port: 80 (80), Dst Port: 1050 (1050), Seq: 11681, Ack: 5399, Len: 1460",,,,,,,,,,,,,,,,,,,,,,,,,
